# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Mar 20 07:19:08 2024
#
# COLUMN StellarName:    Stellar Name
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_lum:         Luminosity [solar]
# COLUMN st_lum_utl:     Utilized Luminosity [solar]
# COLUMN st_dist:        Distance [pc]
# COLUMN hz_inner_au:    Inner HZ Radius [au]
# COLUMN hz_outer_au:    Outer HZ Radius [au]
# COLUMN hz_center_au:   Center HZ Radius [au]
# COLUMN hz_inner_mas:   Inner HZ Radius [mas]
# COLUMN hz_outer_mas:   Outer HZ Radius [mas]
# COLUMN hz_center_mas:  Center HZ Radius [mas]
#
StellarName,st_teff,st_rad,st_lum,st_lum_utl,st_dist,hz_inner_au,hz_outer_au,hz_center_au,hz_inner_mas,hz_outer_mas,hz_center_mas
Kepler-604,5890.0,1.030,,1.15195,1026.49,0.8050,1.8997,1.0733,0.784,1.851,1.046
Kepler-605,5462.0,0.880,,0.62183,556.58,0.5914,1.3958,0.7886,1.063,2.508,1.417
Kepler-606,6161.0,1.220,,1.93473,1215.11,1.0432,2.4620,1.3909,0.859,2.026,1.145
Kepler-607,5196.0,0.800,,0.42088,519.12,0.4866,1.1483,0.6487,0.937,2.212,1.250
Kepler-607,5244.0,0.888,,0.53799,519.12,0.5501,1.2983,0.7335,1.060,2.501,1.413
Kepler-608,5820.0,1.010,,1.05592,946.68,0.7707,1.8188,1.0276,0.814,1.921,1.085
Kepler-609,5971.0,1.140,,1.49037,1065.82,0.9156,2.1608,1.2208,0.859,2.027,1.145
Kepler-61,4017.0,0.620,,0.09030,335.08,0.2254,0.5319,0.3005,0.673,1.587,0.897
Kepler-610,5943.0,1.130,,1.43707,845.82,0.8991,2.1218,1.1988,1.063,2.509,1.417
Kepler-611,5761.0,1.010,,1.01375,1395.56,0.7551,1.7821,1.0069,0.541,1.277,0.721
Kepler-612,5693.0,0.960,,0.87338,1445.53,0.7009,1.6542,0.9345,0.485,1.144,0.647
Kepler-613,5723.0,0.960,,0.89194,861.49,0.7083,1.6716,0.9444,0.822,1.940,1.096
Kepler-614,5268.0,0.810,,0.45588,528.00,0.5064,1.1951,0.6752,0.959,2.263,1.279
Kepler-615,4655.0,0.690,,0.20169,,0.3368,0.7949,0.4491,,,
Kepler-616,5753.0,0.970,,0.92986,945.77,0.7232,1.7068,0.9643,0.765,1.805,1.020
Kepler-616,6004.0,0.977,,1.11905,945.77,0.7934,1.8724,1.0579,0.839,1.980,1.119
Kepler-617,3712.0,0.480,,0.03946,173.35,0.1490,0.3516,0.1987,0.859,2.028,1.146
Kepler-618,5860.0,1.080,,1.24089,1221.96,0.8355,1.9717,1.1140,0.684,1.614,0.912
Kepler-619,6122.0,0.964,,1.17767,900.68,0.8139,1.9208,1.0852,0.904,2.133,1.205
Kepler-619,5980.0,1.110,,1.42150,900.68,0.8942,2.1103,1.1923,0.993,2.343,1.324
Kepler-62,4925.0,0.640,0.20989,0.20989,300.87,0.3436,0.8109,0.4581,1.142,2.695,1.523
Kepler-620,6155.0,1.220,,1.92721,1355.28,1.0412,2.4572,1.3882,0.768,1.813,1.024
Kepler-621,4521.0,0.680,,0.17428,,0.3131,0.7389,0.4175,,,
Kepler-622,4201.0,0.610,,0.10456,284.76,0.2425,0.5723,0.3234,0.852,2.010,1.136
Kepler-623,5443.0,0.860,,0.58566,737.70,0.5740,1.3546,0.7653,0.778,1.836,1.037
Kepler-624,6117.0,1.180,,1.75879,748.19,0.9946,2.3474,1.3262,1.329,3.137,1.773
Kepler-625,5789.0,0.960,,0.93380,760.71,0.7247,1.7104,0.9663,0.953,2.248,1.270
Kepler-626,5813.0,1.050,,1.13573,635.64,0.7993,1.8863,1.0657,1.257,2.968,1.677
Kepler-627,6424.0,1.490,,3.41108,984.31,1.3852,3.2690,1.8469,1.407,3.321,1.876
Kepler-628,5721.0,1.280,,1.58345,897.90,0.9438,2.2273,1.2584,1.051,2.481,1.401
Kepler-629,5444.0,0.840,,0.55915,372.05,0.5608,1.3235,0.7478,1.507,3.557,2.010
Kepler-63,5576.0,0.901,0.69663,0.69663,194.03,0.6260,1.4773,0.8346,3.226,7.614,4.302
Kepler-630,5829.0,1.040,,1.12652,839.78,0.7960,1.8786,1.0614,0.948,2.237,1.264
Kepler-631,6185.0,1.330,,2.33539,761.97,1.1461,2.7049,1.5282,1.504,3.550,2.006
Kepler-632,5322.0,0.840,,0.51069,,0.5360,1.2649,0.7146,,,
Kepler-633,5899.0,1.150,,1.44479,680.54,0.9015,2.1275,1.2020,1.325,3.126,1.766
Kepler-633,5877.0,1.265,,1.72227,680.54,0.9843,2.3229,1.3124,1.446,3.413,1.928
Kepler-634,6075.0,1.240,,1.88941,888.03,1.0309,2.4330,1.3746,1.161,2.740,1.548
Kepler-635,6174.0,1.510,,2.98894,1141.08,1.2966,3.0601,1.7289,1.136,2.682,1.515
Kepler-636,5203.0,0.800,,0.42315,310.30,0.4879,1.1514,0.6505,1.572,3.711,2.096
Kepler-637,6096.0,2.560,,8.16501,786.09,2.1431,5.0577,2.8574,2.726,6.434,3.635
Kepler-638,5382.0,0.930,,0.65469,991.21,0.6068,1.4322,0.8091,0.612,1.445,0.816
Kepler-639,5896.0,1.290,,1.81429,850.24,1.0102,2.3841,1.3470,1.188,2.804,1.584
Kepler-640,5653.0,0.940,,0.81408,557.79,0.6767,1.5970,0.9023,1.213,2.863,1.618
Kepler-641,5713.0,1.130,,1.22719,969.92,0.8308,1.9608,1.1078,0.857,2.022,1.142
Kepler-642,6570.0,1.660,,4.63206,781.58,1.6142,3.8094,2.1522,2.065,4.874,2.754
Kepler-643,4908.0,2.520,,3.32442,1063.58,1.3675,3.2272,1.8233,1.286,3.034,1.714
Kepler-644,6747.0,1.810,,6.12487,1318.05,1.8561,4.3805,2.4748,1.408,3.323,1.878
Kepler-645,6170.0,1.210,,1.91429,1173.57,1.0377,2.4489,1.3836,0.884,2.087,1.179
Kepler-646,5634.0,0.910,,0.75274,451.79,0.6507,1.5357,0.8676,1.440,3.399,1.920
Kepler-647,5906.7,1.546,2.62026,2.62026,1087.87,1.2140,2.8651,1.6187,1.116,2.634,1.488
Kepler-647,6020.0,1.070,,1.35660,1087.87,0.8735,2.0616,1.1647,0.803,1.895,1.071
Kepler-648,5741.0,0.980,,0.94124,636.03,0.7276,1.7172,0.9702,1.144,2.700,1.525
Kepler-649,5871.0,0.940,,0.94711,513.75,0.7299,1.7226,0.9732,1.421,3.353,1.894
Kepler-65,,1.437,,,303.73,,,,,,
Kepler-65,6211.0,1.410,,2.66920,303.73,1.2253,2.8918,1.6338,4.034,9.521,5.379
Kepler-650,5849.0,1.350,,1.92438,884.38,1.0404,2.4554,1.3872,1.176,2.776,1.569
Kepler-651,5522.0,0.870,,0.63492,509.41,0.5976,1.4104,0.7968,1.173,2.769,1.564
Kepler-652,5490.0,0.880,,0.63468,394.55,0.5975,1.4101,0.7967,1.514,3.574,2.019
Kepler-653,5665.0,1.190,,1.31580,595.63,0.8603,2.0303,1.1471,1.444,3.409,1.926
Kepler-654,5865.0,1.110,,1.31527,974.12,0.8601,2.0299,1.1469,0.883,2.084,1.177
Kepler-655,6170.0,1.240,,2.01039,752.56,1.0634,2.5097,1.4179,1.413,3.335,1.884
Kepler-656,5281.0,0.820,,0.47183,890.35,0.5152,1.2158,0.6869,0.579,1.366,0.771
Kepler-656,5550.0,0.954,,0.77905,890.35,0.6620,1.5623,0.8826,0.744,1.755,0.991
Kepler-657,5808.0,1.010,,1.04724,1691.88,0.7675,1.8113,1.0233,0.454,1.071,0.605
Kepler-658,4103.0,0.600,,0.09205,388.38,0.2275,0.5370,0.3034,0.586,1.383,0.781
Kepler-659,4870.0,0.740,,0.27789,722.64,0.3954,0.9331,0.5272,0.547,1.291,0.729
Kepler-66,5962.0,0.966,,1.06370,1202.96,0.7735,1.8255,1.0314,0.643,1.518,0.857
Kepler-660,4779.0,0.710,,0.23723,568.43,0.3653,0.8621,0.4871,0.643,1.517,0.857
Kepler-661,4483.0,0.670,,0.16358,534.79,0.3033,0.7159,0.4044,0.567,1.339,0.756
Kepler-662,4897.0,0.740,,0.28411,815.64,0.3998,0.9434,0.5330,0.490,1.157,0.653
Kepler-663,5264.0,0.820,,0.46579,1063.09,0.5119,1.2080,0.6825,0.481,1.136,0.642
Kepler-664,5754.0,1.020,,1.02891,1210.12,0.7608,1.7954,1.0144,0.629,1.484,0.838
Kepler-665,4913.0,0.740,,0.28784,612.84,0.4024,0.9496,0.5365,0.657,1.550,0.875
Kepler-666,5887.0,1.050,,1.19468,1508.71,0.8198,1.9346,1.0930,0.543,1.282,0.724
Kepler-667,5327.0,0.870,,0.54988,2302.45,0.5562,1.3125,0.7415,0.242,0.570,0.322
Kepler-668,5352.0,0.820,,0.49772,784.62,0.5291,1.2487,0.7055,0.674,1.592,0.899
Kepler-669,6038.0,1.200,,1.72676,2063.41,0.9855,2.3259,1.3141,0.478,1.127,0.637
Kepler-67,5331.0,0.778,,0.44105,1131.19,0.4981,1.1755,0.6641,0.440,1.039,0.587
Kepler-670,5709.0,0.990,,0.93931,939.74,0.7269,1.7154,0.9692,0.773,1.825,1.031
Kepler-671,5624.0,0.950,,0.81456,1168.26,0.6769,1.5975,0.9025,0.579,1.367,0.773
Kepler-672,5627.0,0.920,,0.76556,1033.93,0.6562,1.5487,0.8750,0.635,1.498,0.846
Kepler-673,5355.0,0.840,,0.52347,918.21,0.5426,1.2806,0.7235,0.591,1.395,0.788
Kepler-674,4192.0,0.570,,0.09052,342.25,0.2256,0.5325,0.3009,0.659,1.556,0.879
Kepler-675,4945.0,0.750,,0.30345,665.68,0.4131,0.9750,0.5509,0.621,1.465,0.828
Kepler-676,3701.0,0.490,,0.04064,295.20,0.1512,0.3568,0.2016,0.512,1.209,0.683
Kepler-677,5723.0,0.990,,0.94855,1954.08,0.7305,1.7239,0.9739,0.374,0.882,0.498
Kepler-678,5520.0,0.910,,0.69364,1826.15,0.6246,1.4741,0.8329,0.342,0.807,0.456
Kepler-679,5403.0,0.840,,0.54249,922.24,0.5524,1.3037,0.7365,0.599,1.414,0.799
Kepler-68,5847.0,1.256,,1.66450,144.17,0.9676,2.2836,1.2902,6.712,15.840,8.949
Kepler-680,5890.0,1.110,,1.33784,1492.48,0.8675,2.0473,1.1566,0.581,1.372,0.775
Kepler-681,5021.0,0.760,,0.33120,686.92,0.4316,1.0186,0.5755,0.628,1.483,0.838
Kepler-682,5559.0,0.890,,0.68244,1979.25,0.6196,1.4622,0.8261,0.313,0.739,0.417
Kepler-683,5703.0,0.950,,0.86131,1023.07,0.6960,1.6427,0.9281,0.680,1.606,0.907
Kepler-684,5493.0,0.860,,0.60748,1731.27,0.5846,1.3796,0.7794,0.338,0.797,0.450
Kepler-685,5963.0,1.160,,1.53487,938.72,0.9292,2.1929,1.2389,0.990,2.336,1.320
Kepler-686,5649.0,0.920,,0.77760,1490.94,0.6614,1.5608,0.8818,0.444,1.047,0.591
Kepler-687,4841.0,0.730,,0.26405,633.66,0.3854,0.9095,0.5139,0.608,1.435,0.811
Kepler-688,5715.0,0.960,,0.88696,1357.75,0.7063,1.6670,0.9418,0.520,1.228,0.694
Kepler-689,5518.0,0.880,,0.64772,1131.73,0.6036,1.4245,0.8048,0.533,1.259,0.711
Kepler-69,5638.0,0.930,0.79983,0.79983,730.62,0.6708,1.5830,0.8943,0.918,2.167,1.224
Kepler-690,5913.0,1.160,,1.48404,1665.31,0.9137,2.1562,1.2182,0.549,1.295,0.732
Kepler-691,3715.0,0.500,,0.04296,279.12,0.1555,0.3669,0.2073,0.557,1.314,0.743
Kepler-692,5440.0,0.860,,0.58437,991.34,0.5733,1.3531,0.7644,0.578,1.365,0.771
Kepler-693,4881.0,0.720,,0.26546,1151.51,0.3864,0.9120,0.5152,0.336,0.792,0.447
Kepler-694,5700.0,0.950,,0.85950,1023.06,0.6953,1.6409,0.9271,0.680,1.604,0.906
Kepler-695,5181.0,0.800,,0.41604,842.95,0.4838,1.1417,0.6450,0.574,1.354,0.765
Kepler-696,5903.0,1.080,,1.27772,1416.44,0.8478,2.0007,1.1304,0.599,1.413,0.798
Kepler-697,5513.0,0.880,,0.64538,1277.33,0.6025,1.4219,0.8034,0.472,1.113,0.629
Kepler-698,5612.0,0.910,,0.74105,1995.57,0.6456,1.5237,0.8608,0.324,0.764,0.431
Kepler-7,5933.0,1.966,,4.32077,922.56,1.5590,3.6792,2.0786,1.690,3.988,2.253
Kepler-700,5692.0,0.960,,0.87277,1491.76,0.7007,1.6536,0.9342,0.470,1.108,0.626
Kepler-701,5343.0,0.840,,0.51880,774.15,0.5402,1.2749,0.7203,0.698,1.647,0.930
Kepler-702,5419.0,0.860,,0.57540,992.07,0.5689,1.3426,0.7586,0.573,1.353,0.765
Kepler-703,6185.0,1.270,,2.12943,1156.83,1.0944,2.5829,1.4593,0.946,2.233,1.261
Kepler-704,5616.0,0.960,,0.82708,1228.83,0.6821,1.6097,0.9094,0.555,1.310,0.740
Kepler-705,3722.0,0.510,,0.04503,276.88,0.1592,0.3756,0.2122,0.575,1.357,0.766
Kepler-706,5394.0,0.840,,0.53889,886.67,0.5506,1.2993,0.7341,0.621,1.465,0.828
Kepler-707,5099.0,0.760,,0.35226,591.78,0.4451,1.0505,0.5935,0.752,1.775,1.003
Kepler-708,5692.0,0.960,,0.87277,1394.22,0.7007,1.6536,0.9342,0.503,1.186,0.670
Kepler-709,5071.0,0.770,,0.35371,664.84,0.4461,1.0527,0.5947,0.671,1.583,0.895
Kepler-710,5611.0,0.910,,0.74053,1448.34,0.6454,1.5232,0.8605,0.446,1.052,0.594
Kepler-711,5222.0,0.800,,0.42936,624.58,0.4914,1.1598,0.6553,0.787,1.857,1.049
Kepler-712,5148.0,0.780,,0.38551,872.49,0.4657,1.0990,0.6209,0.534,1.260,0.712
Kepler-713,5785.0,0.990,,0.99033,1089.87,0.7464,1.7614,0.9952,0.685,1.616,0.913
Kepler-714,5995.0,1.120,,1.46181,2083.37,0.9068,2.1400,1.2091,0.435,1.027,0.580
Kepler-715,5871.0,1.040,,1.15934,1327.44,0.8075,1.9058,1.0767,0.608,1.436,0.811
Kepler-716,5099.0,0.780,,0.37104,635.01,0.4569,1.0782,0.6091,0.719,1.698,0.959
Kepler-716,5012.0,0.742,0.31316,0.31316,635.01,0.4197,0.9905,0.5596,0.661,1.560,0.881
Kepler-717,5485.0,0.850,,0.58999,2805.48,0.5761,1.3595,0.7681,0.205,0.485,0.274
Kepler-718,6191.0,1.300,,2.23989,1302.33,1.1225,2.6490,1.4966,0.862,2.034,1.149
Kepler-719,5777.0,0.980,,0.96507,2497.51,0.7368,1.7388,0.9824,0.295,0.696,0.393
Kepler-720,5618.0,0.920,,0.76068,1065.37,0.6541,1.5437,0.8722,0.614,1.449,0.819
Kepler-721,5075.0,0.780,,0.36411,926.60,0.4526,1.0680,0.6034,0.488,1.153,0.651
Kepler-722,5863.0,1.050,,1.17532,1239.50,0.8131,1.9189,1.0841,0.656,1.548,0.875
Kepler-723,5539.0,0.890,,0.67267,1071.80,0.6151,1.4517,0.8202,0.574,1.354,0.765
Kepler-724,5437.0,0.860,,0.58308,853.12,0.5727,1.3516,0.7636,0.671,1.584,0.895
Kepler-725,5363.0,0.840,,0.52661,758.47,0.5443,1.2844,0.7257,0.718,1.693,0.957
Kepler-726,5452.0,0.850,,0.57591,762.08,0.5692,1.3432,0.7589,0.747,1.763,0.996
Kepler-727,5441.0,0.860,,0.58480,831.84,0.5735,1.3536,0.7647,0.689,1.627,0.919
Kepler-728,5660.0,0.930,,0.80081,1765.23,0.6712,1.5839,0.8949,0.380,0.897,0.507
Kepler-729,5633.0,0.910,,0.75221,1921.15,0.6505,1.5351,0.8673,0.339,0.799,0.451
Kepler-730,5620.0,1.411,,1.79183,1935.04,1.0039,2.3693,1.3386,0.519,1.224,0.692
Kepler-731,5849.0,1.060,,1.18641,1257.16,0.8169,1.9279,1.0892,0.650,1.534,0.866
Kepler-732,3631.0,0.460,,0.03318,174.83,0.1366,0.3224,0.1822,0.781,1.844,1.042
Kepler-733,5418.0,0.860,,0.57498,916.71,0.5687,1.3421,0.7583,0.620,1.464,0.827
Kepler-734,5326.0,0.780,,0.44166,1157.21,0.4984,1.1763,0.6646,0.431,1.016,0.574
Kepler-735,5107.0,0.800,,0.39277,695.06,0.4700,1.1093,0.6267,0.676,1.596,0.902
Kepler-736,5217.0,0.810,,0.43848,1005.43,0.4966,1.1721,0.6622,0.494,1.166,0.659
Kepler-737,3813.0,0.480,,0.04394,205.12,0.1572,0.3710,0.2096,0.766,1.809,1.022
Kepler-738,5327.0,0.820,,0.48849,1113.65,0.5242,1.2371,0.6989,0.471,1.111,0.628
Kepler-739,5601.0,0.900,,0.71919,1370.65,0.6360,1.5011,0.8481,0.464,1.095,0.619
Kepler-74,6000.0,1.120,,1.46669,1177.55,0.9083,2.1436,1.2111,0.771,1.820,1.028
Kepler-740,5438.0,0.870,,0.59716,1442.02,0.5796,1.3678,0.7728,0.402,0.949,0.536
Kepler-741,6129.0,1.240,,1.95749,1661.87,1.0493,2.4764,1.3991,0.631,1.490,0.842
Kepler-742,4642.0,0.710,,0.21117,489.25,0.3446,0.8134,0.4595,0.704,1.662,0.939
Kepler-743,5486.0,0.850,,0.59042,278.99,0.5763,1.3600,0.7684,2.066,4.875,2.754
Kepler-744,5594.0,0.930,,0.76410,449.96,0.6556,1.5472,0.8741,1.457,3.439,1.943
Kepler-745,5849.0,1.040,,1.14206,1780.38,0.8015,1.8916,1.0687,0.450,1.062,0.600
Kepler-746,5418.0,0.930,,0.67239,,0.6150,1.4514,0.8200,,,
Kepler-747,5096.0,0.780,,0.37017,3347.16,0.4563,1.0769,0.6084,0.136,0.322,0.182
Kepler-748,5934.0,1.100,,1.35354,1705.99,0.8726,2.0593,1.1634,0.511,1.207,0.682
Kepler-749,5009.0,0.750,,0.31947,721.03,0.4239,1.0004,0.5652,0.588,1.388,0.784
Kepler-75,5200.0,0.890,,0.52250,835.36,0.5421,1.2794,0.7228,0.649,1.532,0.865
Kepler-750,6160.0,1.230,,1.96530,1296.02,1.0514,2.4814,1.4019,0.811,1.915,1.082
Kepler-751,5387.0,0.840,,0.53610,760.43,0.5491,1.2960,0.7322,0.722,1.704,0.963
Kepler-752,5373.0,0.830,,0.51799,1232.29,0.5398,1.2739,0.7197,0.438,1.034,0.584
Kepler-753,4346.0,0.650,,0.13598,274.77,0.2766,0.6527,0.3688,1.007,2.375,1.342
Kepler-754,5935.0,1.080,,1.30565,1770.27,0.8570,2.0225,1.1427,0.484,1.142,0.645
Kepler-755,5043.0,0.770,,0.34597,399.03,0.4411,1.0411,0.5882,1.106,2.609,1.474
Kepler-756,5282.0,0.790,,0.43827,,0.4965,1.1718,0.6620,,,
Kepler-757,6014.0,1.130,,1.50698,1068.68,0.9207,2.1728,1.2276,0.862,2.033,1.149
Kepler-758,6228.0,1.420,,2.73696,1502.32,1.2408,2.9282,1.6544,0.826,1.949,1.101
Kepler-759,5860.0,1.040,,1.15068,1073.48,0.8045,1.8987,1.0727,0.749,1.769,0.999
Kepler-76,6409.0,1.320,,2.65220,822.96,1.2214,2.8825,1.6286,1.484,3.503,1.979
Kepler-760,5322.0,0.850,,0.52292,792.34,0.5423,1.2799,0.7231,0.684,1.615,0.913
Kepler-761,5706.0,0.930,,0.82716,830.71,0.6821,1.6098,0.9095,0.821,1.938,1.095
Kepler-762,5944.0,1.080,,1.31359,1898.26,0.8596,2.0286,1.1461,0.453,1.069,0.604
Kepler-763,5166.0,0.800,,0.41124,962.46,0.4810,1.1351,0.6413,0.500,1.179,0.666
Kepler-763,4999.0,0.843,,0.40039,962.46,0.4746,1.1200,0.6328,0.493,1.164,0.657
Kepler-764,5557.0,0.890,,0.68146,1047.84,0.6191,1.4611,0.8255,0.591,1.394,0.788
Kepler-765,5901.0,1.060,,1.22917,1076.28,0.8315,1.9624,1.1087,0.773,1.823,1.030
Kepler-766,5992.0,1.150,,1.53808,2297.62,0.9301,2.1951,1.2402,0.405,0.955,0.540
Kepler-767,5694.0,0.940,,0.83796,2251.03,0.6866,1.6203,0.9154,0.305,0.720,0.407
Kepler-768,5108.0,0.780,,0.37367,784.56,0.4585,1.0820,0.6113,0.584,1.379,0.779
Kepler-769,6186.0,1.280,,2.16449,1169.57,1.1034,2.6041,1.4712,0.943,2.227,1.258
Kepler-77,5520.0,0.990,,0.82096,639.41,0.6796,1.6037,0.9061,1.063,2.508,1.417
Kepler-770,5598.0,0.920,,0.74990,930.46,0.6495,1.5328,0.8660,0.698,1.647,0.931
Kepler-771,5906.0,1.050,,1.21018,1393.85,0.8251,1.9471,1.1001,0.592,1.397,0.789
Kepler-772,5714.0,1.110,,1.18496,1130.21,0.8164,1.9267,1.0886,0.722,1.705,0.963
Kepler-773,5850.0,1.010,,1.07786,547.03,0.7787,1.8376,1.0382,1.423,3.359,1.898
Kepler-774,6403.0,2.420,,8.88099,917.80,2.2351,5.2748,2.9801,2.435,5.747,3.247
Kepler-775,5468.0,0.840,,0.56907,398.68,0.5658,1.3352,0.7544,1.419,3.349,1.892
Kepler-776,5071.0,0.780,,0.36296,727.90,0.4518,1.0664,0.6025,0.621,1.465,0.828
Kepler-777,4043.0,0.560,,0.07559,443.11,0.2062,0.4867,0.2749,0.465,1.098,0.620
Kepler-778,5102.0,0.770,,0.36244,938.17,0.4515,1.0656,0.6020,0.481,1.136,0.642
Kepler-779,3804.0,0.440,,0.03657,283.15,0.1434,0.3385,0.1912,0.507,1.195,0.675
Kepler-78,5058.0,0.748,,0.32994,124.38,0.4308,1.0167,0.5744,3.464,8.174,4.618
Kepler-780,5769.0,1.020,,1.03968,557.65,0.7647,1.8048,1.0196,1.371,3.236,1.828
Kepler-781,5162.0,0.780,,0.38972,1064.47,0.4682,1.1050,0.6243,0.440,1.038,0.586
Kepler-782,5867.0,1.010,,1.09045,446.84,0.7832,1.8483,1.0442,1.753,4.136,2.337
Kepler-783,5521.0,0.890,,0.66397,516.09,0.6111,1.4423,0.8148,1.184,2.795,1.579
Kepler-783,5411.5,0.872,0.58760,0.58760,516.09,0.5749,1.3568,0.7666,1.114,2.629,1.485
Kepler-784,5674.0,1.320,,1.62930,1303.72,0.9573,2.2593,1.2764,0.734,1.733,0.979
Kepler-784,5676.0,1.487,,2.07056,1303.72,1.0792,2.5469,1.4389,0.828,1.954,1.104
Kepler-785,4739.0,0.710,,0.22938,642.05,0.3592,0.8477,0.4789,0.559,1.320,0.746
Kepler-786,4838.0,0.740,,0.27066,485.32,0.3902,0.9208,0.5202,0.804,1.897,1.072
Kepler-787,4248.0,0.620,,0.11293,503.57,0.2520,0.5948,0.3361,0.501,1.181,0.667
Kepler-788,6159.0,1.230,,1.96403,1775.80,1.0511,2.4805,1.4014,0.592,1.397,0.789
Kepler-789,5870.0,1.020,,1.11442,1480.16,0.7917,1.8685,1.0557,0.535,1.262,0.713
Kepler-79,6174.0,1.302,2.19786,2.19786,1020.72,1.1119,2.6241,1.4825,1.089,2.571,1.452
Kepler-790,5208.0,0.800,,0.42478,703.17,0.4888,1.1536,0.6517,0.695,1.641,0.927
Kepler-791,6383.0,1.470,,3.23617,1266.34,1.3492,3.1841,1.7989,1.065,2.514,1.421
Kepler-792,5971.0,1.120,,1.43854,1425.47,0.8995,2.1229,1.1994,0.631,1.489,0.841
Kepler-793,5745.0,0.970,,0.92470,985.70,0.7212,1.7021,0.9616,0.732,1.727,0.976
Kepler-794,5839.0,1.380,,1.99714,931.19,1.0599,2.5014,1.4132,1.138,2.686,1.518
Kepler-795,5631.0,0.960,,0.83595,492.12,0.6857,1.6183,0.9143,1.393,3.288,1.858
Kepler-796,5475.0,1.090,,0.96313,817.58,0.7360,1.7371,0.9814,0.900,2.125,1.200
Kepler-797,5680.0,0.950,,0.84750,1315.26,0.6904,1.6295,0.9206,0.525,1.239,0.700
Kepler-798,6224.0,1.290,,2.25297,972.27,1.1257,2.6567,1.5010,1.158,2.733,1.544
Kepler-799,5681.0,0.930,,0.81276,,0.6761,1.5957,0.9015,,,
Kepler-799,5588.0,1.593,,2.23231,,1.1206,2.6445,1.4941,,,
Kepler-8,6213.0,1.486,,2.96852,1021.87,1.2922,3.0496,1.7229,1.265,2.984,1.686
Kepler-80,4540.0,0.678,0.17000,0.17000,369.45,0.3092,0.7298,0.4123,0.837,1.975,1.116
Kepler-80,4540.0,0.678,,0.17619,369.45,0.3148,0.7430,0.4197,0.852,2.011,1.136
Kepler-800,5315.0,0.820,,0.48410,1019.26,0.5218,1.2315,0.6958,0.512,1.208,0.683
Kepler-801,4435.0,0.630,,0.13853,440.43,0.2791,0.6588,0.3722,0.634,1.496,0.845
Kepler-802,5507.0,0.900,,0.67211,780.59,0.6149,1.4511,0.8198,0.788,1.859,1.050
Kepler-803,5919.0,1.120,,1.38908,639.77,0.8839,2.0861,1.1786,1.382,3.261,1.842
Kepler-804,5817.0,1.050,,1.13886,649.65,0.8004,1.8889,1.0672,1.232,2.908,1.643
Kepler-805,6112.0,1.650,,3.42766,638.49,1.3885,3.2770,1.8514,2.175,5.132,2.900
Kepler-806,5770.0,1.160,,1.34560,361.90,0.8700,2.0532,1.1600,2.404,5.673,3.205
Kepler-807,5965.0,1.060,,1.28337,1492.95,0.8496,2.0052,1.1329,0.569,1.343,0.759
Kepler-808,4653.0,0.710,,0.21318,,0.3463,0.8172,0.4617,,,
Kepler-809,5734.0,0.980,,0.93665,961.40,0.7259,1.7130,0.9678,0.755,1.782,1.007
Kepler-81,,0.590,,,348.29,,,,,,
Kepler-81,4500.0,0.595,,0.13097,348.29,0.2714,0.6406,0.3619,0.779,1.839,1.039
Kepler-810,5803.0,1.040,,1.10656,1458.59,0.7889,1.8619,1.0519,0.541,1.277,0.721
Kepler-811,5747.0,1.240,,1.51323,985.04,0.9226,2.1773,1.2301,0.937,2.210,1.249
Kepler-812,6761.0,1.710,,5.51230,1482.74,1.7609,4.1557,2.3478,1.188,2.803,1.583
Kepler-813,5743.0,0.930,,0.84882,,0.6910,1.6307,0.9213,,,
Kepler-814,6162.0,1.220,,1.93599,2055.77,1.0435,2.4628,1.3914,0.508,1.198,0.677
Kepler-815,5028.0,3.420,,6.74419,1259.28,1.9477,4.5966,2.5970,1.547,3.650,2.062
Kepler-816,5286.0,0.850,,0.50891,983.70,0.5350,1.2627,0.7134,0.544,1.284,0.725
Kepler-817,5861.0,1.030,,1.12943,1484.46,0.7971,1.8811,1.0627,0.537,1.267,0.716
Kepler-818,5638.0,0.920,,0.77157,925.04,0.6588,1.5547,0.8784,0.712,1.681,0.950
Kepler-819,5279.0,0.810,,0.45970,664.31,0.5085,1.2001,0.6780,0.765,1.807,1.021
Kepler-82,5428.0,0.945,,0.69939,904.33,0.6272,1.4802,0.8363,0.694,1.637,0.925
Kepler-82,,0.898,,,904.33,,,,,,
Kepler-820,6260.0,1.360,,2.56255,1387.20,1.2006,2.8334,1.6008,0.865,2.043,1.154
Kepler-821,5191.0,0.800,,0.41926,614.57,0.4856,1.1461,0.6475,0.790,1.865,1.054
Kepler-822,5928.0,1.080,,1.29950,860.39,0.8550,2.0177,1.1400,0.994,2.345,1.325
Kepler-823,5643.0,0.960,,0.84310,1389.27,0.6887,1.6252,0.9182,0.496,1.170,0.661
Kepler-824,6035.0,1.220,,1.78125,1201.40,1.0010,2.3623,1.3346,0.833,1.966,1.111
Kepler-825,5976.0,1.080,,1.34211,807.85,0.8689,2.0505,1.1585,1.076,2.538,1.434
Kepler-826,6079.0,1.150,,1.62937,779.60,0.9574,2.2594,1.2765,1.228,2.898,1.637
